latitude,longitude,depth_m,substrate,habitat
24.52726,-77.69753,3.09090909090909,Sand & seagrass,Back reef
24.52662,-77.69965,2.96969696969697,Sand & seagrass,Back reef
24.64498,-77.6974,4.39393939393939,Sand & coral,Back reef
24.64376,-77.69742,5,Sand & coral,Back reef
24.64262,-77.6975,5.24242424242424,Sand & coral,Back reef
24.64087,-77.69674,5.09090909090909,Sand & coral,Back reef
24.64498,-77.6974,4.39393939393939,Sand & coral,Back reef
24.64376,-77.69742,5,Sand & coral,Back reef
24.64262,-77.6975,5.24242424242424,Sand & coral,Back reef
24.64087,-77.69674,5.09090909090909,Sand & coral,Back reef
24.6453,-77.69791,4.23423423423423,Patch reef,Back reef
24.64728,-77.69752,5.16516516516517,Patch reef,Back reef
24.64262,-77.6975,5.24242424242424,Sand & coral,Back reef
24.64376,-77.69742,5,Sand & coral,Back reef
24.64498,-77.6974,4.39393939393939,Sand & coral,Back reef
24.64376,-77.69742,5,Sand & coral,Back reef
24.64262,-77.6975,5.24242424242424,Sand & coral,Back reef
24.64087,-77.69674,5.09090909090909,Sand & coral,Back reef
24.64106,-77.69701,5.28528528528529,Patch reef,Back reef
24.6453,-77.69791,4.47447447447447,Patch reef,Back reef
24.64304,-77.69745,5.22522522522522,Patch reef,Back reef
24.64728,-77.69752,5.31531531531532,Patch reef,Back reef
24.64087,-77.69674,5.09090909090909,Sand & coral,Back reef
24.64498,-77.6974,4.39393939393939,Sand & coral,Back reef
24.64304,-77.69745,5.28528528528529,Patch reef,Back reef
24.64262,-77.6975,5.24242424242424,Sand & coral,Back reef
24.64087,-77.69674,5,Sand & coral,Back reef
24.5829,-77.69561,3.09090909090909,Sand & seagrass,Back reef
24.58121,-77.69516,3.45454545454545,Sand & seagrass,Back reef
24.57953,-77.6943,3.24242424242424,Sand & seagrass,Back reef
24.57811,-77.69345,2.84848484848485,Sand & seagrass,Back reef
